-3.060000 , -3.000000
-3.000000 , -2.940000
-2.940000 , -2.880000
-2.880000 , -2.820000
-2.820000 , -2.760000
-2.760000 , -2.700000
-2.700000 , -2.640000
-2.640000 , -2.580000
-2.580000 , -2.520000
-2.520000 , -2.460000
-2.460000 , -2.400000
-2.400000 , -2.340000
-2.340000 , -2.280000
-2.280000 , -2.220000
-2.220000 , -2.160000
-2.160000 , -2.100000
-2.100000 , -2.040000
-2.040000 , -1.980000
-1.980000 , -1.920000
-1.920000 , -1.860000
-1.860000 , -1.800000
-1.800000 , -1.740000
-1.740000 , -1.680000
-1.680000 , -1.620000
-1.620000 , -1.560000
-1.560000 , -1.500000
-1.500000 , -1.440000
-1.440000 , -1.380000
-1.380000 , -1.320000
-1.320000 , -1.260000
-1.260000 , -1.200000
-1.200000 , -1.140000
-1.140000 , -1.080000
-1.080000 , -1.020000
-1.020000 , -0.960000
-0.960000 , -0.900000
-0.900000 , -0.840000
-0.840000 , -0.780000
-0.780000 , -0.720000
-0.720000 , -0.660000
-0.660000 , -0.600000
-0.600000 , -0.540000
-0.540000 , -0.480000
-0.480000 , -0.420000
-0.420000 , -0.360000
-0.360000 , -0.300000
-0.300000 , -0.240000
-0.240000 , -0.180000
-0.180000 , -0.120000
-0.120000 , -0.060000
-0.060000 , -0.000000
0.000000 , 0.060000
0.060000 , 0.120000
0.120000 , 0.180000
0.180000 , 0.240000
0.240000 , 0.300000
0.300000 , 0.360000
0.360000 , 0.420000
0.420000 , 0.480000
0.480000 , 0.540000
0.540000 , 0.600000
0.600000 , 0.660000
0.660000 , 0.720000
0.720000 , 0.780000
0.780000 , 0.840000
0.840000 , 0.900000
0.900000 , 0.960000
0.960000 , 1.020000
1.020000 , 1.080000
1.080000 , 1.140000
1.140000 , 1.200000
1.200000 , 1.260000
1.260000 , 1.320000
1.320000 , 1.380000
1.380000 , 1.440000
1.440000 , 1.500000
1.500000 , 1.560000
1.560000 , 1.620000
1.620000 , 1.680000
1.680000 , 1.740000
1.740000 , 1.800000
1.800000 , 1.860000
1.860000 , 1.920000
1.920000 , 1.980000
1.980000 , 2.040000
2.040000 , 2.100000
2.100000 , 2.160000
2.160000 , 2.220000
2.220000 , 2.280000
2.280000 , 2.340000
2.340000 , 2.400000
2.400000 , 2.460000
2.460000 , 2.520000
2.520000 , 2.580000
2.580000 , 2.640000
2.640000 , 2.700000
2.700000 , 2.760000
2.760000 , 2.820000
2.820000 , 2.880000
2.880000 , 2.940000
